secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
2865,91,131,26.9356,37.9296,0,149,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2866,92,131,26.9462,38.0088,0,152,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2867,92,131,26.9569,38.088,0,152,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2868,92,131,26.9676,38.1672,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2869,92,131,26.9782,38.2824,0,146,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2870,92,131,26.9889,38.34,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2871,91,131,26.9995,38.3328,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2872,91,131,27.01,38.2536,0,151,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2873,91,132,27.0206,38.2032,0,147,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2874,90,132,27.0312,38.1096,0,149,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2875,90,132,27.0417,38.016,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2876,91,133,27.0522,37.9512,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2877,92,133,27.0627,37.908,0,155,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2878,89,134,27.0732,37.836,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2879,94,132,27.0832,37.4904,0,118,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2880,96,129,27.0933,37.1592,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2881,94,129,27.103,36.5904,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2882,96,129,27.1128,36.0576,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2883,95,130,27.1226,35.604,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2884,95,129,27.1325,35.4456,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2885,95,133,27.1422,35.244,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2886,95,132,27.152,35.2656,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2887,95,136,27.1618,35.2656,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2888,94,132,27.1715,35.208,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2889,95,131,27.1813,35.1864,0,149,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2890,98,131,27.1911,35.208,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2891,98,134,27.2013,35.496,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2892,97,133,27.2114,35.7264,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2893,96,132,27.2214,35.8848,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2894,96,131,27.2313,35.9784,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2895,96,134,27.2412,36.0432,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2896,96,133,27.2511,35.856,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2897,96,132,27.261,35.7264,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2898,96,130,27.2709,35.6616,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2899,96,130,27.2808,35.6184,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2900,96,129,27.2906,35.604,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2901,96,129,27.3005,35.5896,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2902,96,129,27.3104,35.568,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2903,96,130,27.3203,35.5896,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2904,97,128,27.3303,35.6544,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2905,97,130,27.3403,35.7192,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2906,96,129,27.3503,35.82,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2907,96,130,27.3602,35.8704,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2908,96,129,27.3701,35.8416,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2909,96,130,27.3801,35.8344,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2910,100,129,27.3901,35.8992,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2911,97,129,27.4003,36.0432,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2912,97,128,27.4104,36.1368,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2913,99,128,27.4205,36.2664,0,148,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2914,97,128,27.4306,36.4248,0,147,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2915,95,128,27.4407,36.396,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2916,96,128,27.4505,36.1224,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2917,96,128,27.4603,35.9496,0,146,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2918,96,128,27.4702,35.8128,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2919,94,128,27.48,35.5608,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2920,94,128,27.4898,35.352,0,129,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2921,94,128,27.4994,35.244,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2922,94,129,27.5091,35.1216,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2923,94,128,27.5188,34.9776,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2924,94,129,27.5285,34.8696,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2925,94,130,27.5381,34.8408,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2926,94,130,27.5478,34.8336,0,132,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2927,94,130,27.5575,34.8264,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2928,94,131,27.5672,34.8192,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2929,93,131,27.5769,34.8408,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2930,93,131,27.5864,34.7688,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2931,93,131,27.596,34.6896,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2932,92,131,27.6056,34.6104,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2933,94,132,27.6152,34.5744,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2934,97,132,27.625,34.6392,0,143,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2935,98,132,27.635,34.9704,0,143,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2936,96,132,27.645,35.28,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2937,96,132,27.6549,35.5248,0,124,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2938,95,131,27.6648,35.712,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2939,94,131,27.6746,35.712,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2940,94,130,27.6843,35.5104,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2941,94,130,27.6941,35.3304,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2942,94,130,27.7038,35.1936,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2943,94,130,27.7135,35.0568,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2944,93,130,27.7231,34.9488,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2945,93,130,27.7327,34.8336,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2946,93,129,27.7423,34.7328,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2947,93,129,27.7519,34.6752,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2948,95,129,27.7616,34.6824,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2949,94,128,27.7714,34.7616,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2950,94,129,27.7811,34.8768,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2951,94,129,27.7909,34.9776,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2952,95,129,27.8006,35.0712,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2953,93,129,27.8103,35.0568,0,132,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2954,94,129,27.82,35.0208,0,132,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2955,94,129,27.8298,35.028,0,131,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2956,98,129,27.8397,35.1432,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2957,97,129,27.8497,35.316,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2958,95,129,27.8595,35.4384,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2959,96,130,27.8694,35.5464,0,146,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2960,96,128,27.8793,35.6184,0,133,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2961,96,129,27.8892,35.6184,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2962,96,129,27.8991,35.5536,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2963,95,129,27.9089,35.5608,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2964,95,129,27.9188,35.5392,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2965,95,129,27.9286,35.5032,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2966,95,129,27.9384,35.4384,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2967,96,128,27.9482,35.3808,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2968,95,128,27.9581,35.3664,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2969,96,128,27.9679,35.3952,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2970,97,128,27.9779,35.4744,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2971,97,128,27.9878,35.604,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2972,96,129,27.9978,35.6688,0,128,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2973,96,128,28.0076,35.6976,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2974,95,128,28.0175,35.6832,0,129,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2975,96,129,28.0273,35.6328,0,147,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2976,96,129,28.0372,35.5608,0,129,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2977,95,129,28.0471,35.532,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2978,96,128,28.057,35.5248,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2979,96,128,28.0669,35.5608,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2980,96,128,28.0768,35.5896,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2981,96,128,28.0867,35.5896,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2982,95,128,28.0965,35.5536,0,129,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2983,94,128,28.1062,35.4672,0,132,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2984,95,129,28.116,35.3592,0,143,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2985,95,128,28.1257,35.244,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2986,95,131,28.1355,35.1864,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2987,96,130,28.1454,35.2008,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2988,96,129,28.1552,35.28,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2989,95,129,28.1651,35.352,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2990,98,130,28.175,35.4672,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2991,90,127,28.185,35.6112,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2992,87,128,28.195,35.7624,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2993,86,128,28.2051,35.8848,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2994,86,128,28.215,35.9712,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2995,84,128,28.2249,35.9136,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2996,84,128,28.2346,35.7336,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2997,85,128,28.2444,35.5176,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2998,94,128,28.2551,36.0144,0,184,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
2999,101,128,28.2665,37.0368,0,177,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3000,96,128,28.2775,37.9224,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3001,90,128,28.288,38.4696,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3002,90,127,28.2985,38.9808,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3003,88,127,28.3088,38.6568,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3004,87,128,28.319,37.7856,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3005,88,128,28.3291,37.152,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3006,88,128,28.3394,36.9432,0,150,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3007,88,128,28.3496,36.7704,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3008,88,127,28.3598,36.7344,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3009,88,128,28.37,36.7848,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3010,88,128,28.3803,36.828,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3011,88,128,28.3905,36.8136,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3012,88,129,28.4007,36.828,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3013,88,129,28.411,36.8496,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3014,87,129,28.4211,36.7848,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3015,87,130,28.4312,36.6912,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3016,87,130,28.4414,36.6408,0,143,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3017,88,130,28.4515,36.5544,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3018,87,131,28.4616,36.468,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3019,87,131,28.4718,36.4608,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3020,87,131,28.4819,36.504,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3021,87,132,28.4921,36.4896,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3022,87,132,28.5021,36.4464,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3023,87,133,28.5122,36.4176,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3024,87,133,28.5223,36.396,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3025,87,133,28.5325,36.3744,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3026,87,134,28.5426,36.3816,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3027,87,134,28.5527,36.4104,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3028,86,134,28.5628,36.4248,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3029,87,135,28.5729,36.396,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3030,86,135,28.583,36.3528,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3031,86,135,28.593,36.2952,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3032,86,135,28.603,36.2304,0,137,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3033,86,135,28.613,36.1656,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3034,87,136,28.6231,36.1512,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3035,87,136,28.6332,36.18,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3036,86,136,28.6433,36.2088,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3037,87,136,28.6534,36.2664,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3038,88,135,28.6636,36.3744,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3039,87,135,28.6738,36.4824,0,143,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3040,87,136,28.6839,36.5112,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3041,87,135,28.694,36.5328,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3042,87,136,28.7042,36.5688,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3043,88,135,28.7144,36.5976,0,146,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3044,87,135,28.7246,36.6048,0,140,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3045,87,135,28.7348,36.612,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3046,87,134,28.7449,36.6336,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3047,88,134,28.7551,36.648,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3048,87,134,28.7653,36.6192,0,139,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3049,87,134,28.7754,36.5472,0,136,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3050,87,134,28.7854,36.4824,0,141,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3051,88,134,28.7956,36.4824,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3052,88,134,28.8059,36.5688,0,147,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3053,89,134,28.8161,36.648,0,142,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3054,88,134,28.8264,36.7272,0,138,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3055,88,134,28.8366,36.828,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3056,88,134,28.8468,36.8568,0,145,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3057,86,134,28.8569,36.7056,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3058,87,134,28.8669,36.5328,0,144,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3059,91,135,28.8766,36.2016,0,109,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3060,91,135,28.886,35.6184,0,122,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3061,91,134,28.8954,35.0136,0,130,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3062,89,134,28.9047,34.4304,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3063,89,134,28.9139,33.84,0,128,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3064,89,134,28.923,33.408,0,124,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3065,88,133,28.9321,33.192,0,121,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3066,88,133,28.9412,32.9832,0,123,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3067,88,133,28.9503,32.868,0,128,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3068,89,133,28.9595,32.8248,0,126,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3069,89,132,28.9687,32.8464,0,126,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3070,89,134,28.9778,32.8752,0,122,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3071,88,132,28.9869,32.8968,0,124,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3072,88,132,28.9961,32.9328,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3073,89,135,29.0052,32.94,0,127,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3074,89,133,29.0144,32.94,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3075,89,133,29.0236,32.9688,0,127,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3076,89,134,29.0328,33.0696,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3077,89,133,29.042,33.0912,0,124,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3078,89,132,29.0512,33.084,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3079,89,132,29.0604,33.084,0,129,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3080,90,129,29.0696,33.1344,0,127,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3081,90,129,29.0789,33.192,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3082,92,129,29.0882,33.2784,0,135,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3083,90,129,29.0976,33.4368,0,123,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3084,105,129,29.1067,33.3576,0,100,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3085,89,129,29.1149,32.5944,0,89,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3086,75,128,29.1226,31.4496,0,127,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3087,79,128,29.1307,30.6,0,125,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3088,79,127,29.1392,29.9664,0,122,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
3089,84,128,29.1477,29.5488,0,134,0,0.00000000,0.00000000,0,0,28,0,-255,0,0,0,0,0,0,0,0
